Frequency 220
0	0
0.000166667	2283.51
0.000333333	4446.35
0.0005	6374.24
0.000666667	7965.3
0.000833333	9135.45
0.001	9822.87
0.00116667	9991.23
0.00133333	9631.63
0.0015	8763.07
0.00166667	7431.45
0.00183333	5707.14
0.002	3681.25
0.00216667	1460.83
0.00233333	-836.774
0.0025	-3090.17
0.00266667	-5180.27
0.00283333	-6996.63
0.003	-8443.28
0.00316667	-9443.76
0.00333333	-9945.22
0.0035	-9921.15
0.00366667	-9372.82
0.00383333	-8329.22
0.004	-6845.48
0.00416667	-5000.01
0.00433333	-2890.33
0.0045	-627.914
0.00466667	1667.68
0.00483333	3875.15
0.005	5877.84
0.00516667	7569.94
0.00533333	8862.03
0.0055	9685.83
0.00566667	9997.81
0.00583333	9781.48
0.006	9048.27
0.00616667	7836.94
0.00633333	6211.49
0.0065	4257.8
0.00666667	2079.13
0.00683333	-209.414
0.007	-2486.89
0.00716667	-4632.95
0.00733333	-6534.2
0.0075	-8090.16
0.00766667	-9218.63
0.00783333	-9859.96
0.008	-9980.27
0.00816667	-9573.2
0.00833333	-8660.26
0.0085	-7289.7
0.00866667	-5533.93
0.00883333	-3485.74
0.009	-1253.35
0.00916667	1045.27
0.00933333	3288.65
0.0095	5358.25
0.00966667	7144.71
0.00983333	8553.63

Frequency 330
0	0
0.000166667	3387.38
0.000333333	6374.24
0.0005	8607.42
0.000666667	9822.87
0.000833333	9876.88
0.001	8763.07
0.00116667	6613.12
0.00133333	3681.25
0.0015	314.111
0.00166667	-3090.17
0.00183333	-6129.07
0.002	-8443.28
0.00216667	-9759.17
0.00233333	-9921.15
0.0025	-8910.07
0.00266667	-6845.48
0.00283333	-3971.49
0.003	-627.913
0.00316667	2789.9
0.00333333	5877.85
0.0035	8270.8
0.00366667	9685.83
0.00383333	9955.62
0.004	9048.28
0.00416667	7071.08
0.00433333	4257.81
0.0045	941.097
0.00466667	-2486.89
0.00483333	-5620.82
0.005	-8090.16
0.00516667	-9602.93
0.00533333	-9980.27
0.0055	-9177.55
0.00566667	-7289.7
0.00583333	-4539.92
0.006	-1253.35
0.00616667	2181.42
0.00633333	5358.25
0.0065	7901.54
0.00666667	9510.56
0.00683333	9995.07
0.007	9297.77
0.00716667	7501.12
0.00733333	4817.55
0.0075	1564.36
0.00766667	-1873.8
0.00783333	-5090.39
0.008	-7705.12
0.00816667	-9408.8
0.00833333	-10000
0.0085	-9408.82
0.00866667	-7705.15
0.00883333	-5090.44
0.009	-1873.84
0.00916667	1564.32
0.00933333	4817.51
0.0095	7501.09
0.00966667	9297.75
0.00983333	9995.06

Frequency 440
0	0
0.000166667	4446.35
0.000333333	7965.3
0.0005	9822.87
0.000666667	9631.63
0.000833333	7431.45
0.001	3681.25
0.00116667	-836.774
0.00133333	-5180.27
0.0015	-8443.28
0.00166667	-9945.22
0.00183333	-9372.82
0.002	-6845.48
0.00216667	-2890.33
0.00233333	1667.68
0.0025	5877.84
0.00266667	8862.03
0.00283333	9997.81
0.003	9048.27
0.00316667	6211.49
0.00333333	2079.13
0.0035	-2486.89
0.00366667	-6534.2
0.00383333	-9218.63
0.004	-9980.27
0.00416667	-8660.26
0.00433333	-5533.93
0.0045	-1253.35
0.00466667	3288.65
0.00483333	7144.71
0.005	9510.56
0.00516667	9892.73
0.00533333	8211.5
0.0055	4817.55
0.00566667	418.776
0.00583333	-4067.35
0.006	-7705.12
0.00616667	-9735.78
0.00633333	-9735.79
0.0065	-7705.15
0.00666667	-4067.39
0.00683333	418.735
0.007	4817.52
0.00716667	8211.48
0.00733333	9892.72
0.0075	9510.57
0.00766667	7144.74
0.00783333	3288.7
0.008	-1253.3
0.00816667	-5533.89
0.00833333	-8660.24
0.0085	-9980.26
0.00866667	-9218.65
0.00883333	-6534.23
0.009	-2486.93
0.00916667	2079.08
0.00933333	6211.45
0.0095	9048.25
0.00966667	9997.81
0.00983333	8862.05

Frequency 600
0	0
0.000166667	5877.85
0.000333333	9510.56
0.0005	9510.57
0.000666667	5877.86
0.000833333	0.00577518
0.001	-5877.85
0.00116667	-9510.56
0.00133333	-9510.57
0.0015	-5877.86
0.00166667	-0.00716161
0.00183333	5877.85
0.002	9510.56
0.00216667	9510.57
0.00233333	5877.86
0.0025	0.0129368
0.00266667	-5877.84
0.00283333	-9510.56
0.003	-9510.57
0.00316667	-5877.86
0.00333333	-0.0143232
0.0035	5877.84
0.00366667	9510.56
0.00383333	9510.57
0.004	5877.87
0.00416667	0.0244872
0.00433333	-5877.83
0.0045	-9510.56
0.00466667	-9510.57
0.00483333	-5877.87
0.005	-0.0258736
0.00516667	5877.83
0.00533333	9510.56
0.0055	9510.57
0.00566667	5877.87
0.00583333	0.02726
0.006	-5877.83
0.00616667	-9510.56
0.00633333	-9510.57
0.0065	-5877.88
0.00666667	-0.0286464
0.00683333	5877.83
0.007	9510.56
0.00716667	9510.57
0.00733333	5877.88
0.0075	0.0300329
0.00766667	-5877.83
0.00783333	-9510.55
0.008	-9510.58
0.00816667	-5877.89
0.00833333	-0.0489743
0.0085	5877.81
0.00866667	9510.55
0.00883333	9510.58
0.009	5877.89
0.00916667	0.0503607
0.00933333	-5877.81
0.0095	-9510.55
0.00966667	-9510.58
0.00983333	-5877.89

