0.8	0.3	>>1.4254	-4.3013
1.4254	-4.3013	>>3.1352	-1.93136
3.1352	-1.93136	>>1.61686	-4.76774
1.61686	-4.76774	>>2.11743	-8.9212
2.11743	-8.9212	>>0.230408	-11.0114
0.230408	-11.0114	>>0.271329	-17.2231
0.271329	-17.2231	>>0.100003	-11.4925
0.100003	-11.4925	>>-0.133392	-15.138
-0.133392	-15.138	>>2.01083	-15.6075
2.01083	-15.6075	>>5.06113	-15.7266
5.06113	-15.7266	>>5.89355	-13.522
5.89355	-13.522	>>6.58189	-9.71653
6.58189	-9.71653	>>5.48586	-12.4526
5.48586	-12.4526	>>7.24398	-12.8934
7.24398	-12.8934	>>7.22437	-13.9438
7.22437	-13.9438	>>6.96063	-18.3946
6.96063	-18.3946	>>3.98509	-18.114
3.98509	-18.114	>>7.09015	-17.9967
7.09015	-17.9967	>>6.98129	-21.3478
6.98129	-21.3478	>>4.03267	-21.6377
4.03267	-21.6377	>>7.04732	-21.5138
7.04732	-21.5138	>>7.55942	-23.3421
7.55942	-23.3421	>>10.2036	-24.3919
10.2036	-24.3919	>>9.41382	-25.2849
9.41382	-25.2849	>>10.5767	-22.2736
10.5767	-22.2736	>>11.3749	-25.1056
11.3749	-25.1056	>>9.15437	-26.4487
9.15437	-26.4487	>>8.13579	-30.3829
8.13579	-30.3829	>>6.15523	-30.5533
6.15523	-30.5533	>>7.19722	-34.8245
7.19722	-34.8245	>>6.44932	-31.0103
6.44932	-31.0103	>>6.06029	-32.9719
6.06029	-32.9719	>>5.06499	-35.0961
5.06499	-35.0961	>>7.72157	-36.1269
7.72157	-36.1269	>>7.26086	-35.8878
7.26086	-35.8878	>>7.56925	-36.504
7.56925	-36.504	>>7.4277	-33.8579
7.4277	-33.8579	>>10.2264	-33.103
10.2264	-33.103	>>10.5794	-35.1687
10.5794	-35.1687	>>8.26886	-36.574
8.26886	-36.574	>>7.89306	-40.6103
7.89306	-40.6103	>>10.3688	-39.653
10.3688	-39.653	>>8.29957	-38.3412
8.29957	-38.3412	>>9.262	-35.5443
9.262	-35.5443	>>9.08518	-41.0571
9.08518	-41.0571	>>10.8279	-43.5967
10.8279	-43.5967	>>12.2929	-41.3456
12.2929	-41.3456	>>13.1601	-38.8073
13.1601	-38.8073	>>12.1077	-34.6075
12.1077	-34.6075	>>14.4362	-35.7053
14.4362	-35.7053	>>12.877	-33.7169
12.877	-33.7169	>>13.8119	-37.6088
13.8119	-37.6088	>>15.0667	-36.0777
15.0667	-36.0777	>>17.4093	-37.6378
17.4093	-37.6378	>>14.7478	-37.3046
14.7478	-37.3046	>>14.7128	-42.4023
14.7128	-42.4023	>>15.308	-40.7154
15.308	-40.7154	>>14.7977	-35.5615
14.7977	-35.5615	>>15.5101	-31.0119
15.5101	-31.0119	>>15.0429	-30.6162
15.0429	-30.6162	>>18.0248	-30.9038
18.0248	-30.9038	>>15.1385	-31.1907
15.1385	-31.1907	>>16.4602	-27.8751
16.4602	-27.8751	>>19.5263	-27.7785
19.5263	-27.7785	>>20.6041	-28.7669
20.6041	-28.7669	>>21.1174	-32.5456
21.1174	-32.5456	>>22.3404	-36.2308
22.3404	-36.2308	>>21.9171	-31.1803
21.9171	-31.1803	>>24.0468	-33.0258
24.0468	-33.0258	>>24.9933	-34.7846
24.9933	-34.7846	>>23.6699	-35.0324
23.6699	-35.0324	>>23.1057	-29.8537
23.1057	-29.8537	>>20.7799	-28.5968
20.7799	-28.5968	>>21.4211	-26.0957
21.4211	-26.0957	>>18.8004	-27.3427
18.8004	-27.3427	>>17.8154	-30.0357
17.8154	-30.0357	>>18.3991	-24.7032
18.3991	-24.7032	>>16.9626	-21.7445
16.9626	-21.7445	>>17.1734	-23.1959
17.1734	-23.1959	>>18.0331	-19.0979
18.0331	-19.0979	>>20.9092	-19.6065
20.9092	-19.6065	>>23.5329	-18.6211
23.5329	-18.6211	>>20.4842	-18.4767
20.4842	-18.4767	>>21.3902	-19.061
21.3902	-19.061	>>19.6659	-22.1064
19.6659	-22.1064	>>18.2093	-20.5241
18.2093	-20.5241	>>18.4172	-26.4259
18.4172	-26.4259	>>20.6434	-28.1261
20.6434	-28.1261	>>18.7713	-27.8845
18.7713	-27.8845	>>18.2592	-27.5307
18.2592	-27.5307	>>18.1541	-33.4757
18.1541	-33.4757	>>17.6431	-38.3005
17.6431	-38.3005	>>18.7555	-42.4332
18.7555	-42.4332	>>18.6017	-38.5432
18.6017	-38.5432	>>17.3294	-35.2229
17.3294	-35.2229	>>16.7989	-30.1523
16.7989	-30.1523	>>17.7809	-31.8075
17.7809	-31.8075	>>17.3163	-36.6781
17.3163	-36.6781	>>16.2466	-33.4179
16.2466	-33.4179	>>16.2744	-36.2953
16.2744	-36.2953	>>16.5853	-30.8708
16.5853	-30.8708	>>19.2303	-31.2421
19.2303	-31.2421	>>19.2591	-25.0929
19.2591	-25.0929	>>19.0034	-27.9122
19.0034	-27.9122	>>16.2023	-27.9641
16.2023	-27.9641	>>15.8397	-33.1898
15.8397	-33.1898	>>17.049	-36.8105
17.049	-36.8105	>>15.0073	-35.3539
15.0073	-35.3539	>>11.9847	-35.2616
11.9847	-35.2616	>>11.5312	-35.8617
11.5312	-35.8617	>>14.549	-36.1399
14.549	-36.1399	>>11.6389	-36.3766
11.6389	-36.3766	>>13.5814	-36.5841
13.5814	-36.5841	>>11.2394	-34.9083
11.2394	-34.9083	>>11.138	-37.091
11.138	-37.091	>>12.9182	-39.3447
12.9182	-39.3447	>>10.3347	-40.6687
10.3347	-40.6687	>>8.90355	-38.1397
8.90355	-38.1397	>>11.4953	-38.5748
11.4953	-38.5748	>>8.95889	-38.6923
8.95889	-38.6923	>>10.9896	-39.823
10.9896	-39.823	>>8.49651	-40.0921
8.49651	-40.0921	>>5.62079	-40.1552
5.62079	-40.1552	>>3.56831	-41.5024
3.56831	-41.5024	>>3.48312	-38.8911
3.48312	-38.8911	>>6.55133	-38.9838
6.55133	-38.9838	>>7.14763	-37.0643
7.14763	-37.0643	>>8.45204	-40.7558
8.45204	-40.7558	>>8.67269	-38.8926
8.67269	-38.8926	>>10.0177	-38.0187
10.0177	-38.0187	>>10.7408	-38.7057
10.7408	-38.7057	>>10.6965	-43.8091
10.6965	-43.8091	>>11.3339	-48.4192
11.3339	-48.4192	>>12.7489	-50.9831
12.7489	-50.9831	>>12.7327	-44.9412
12.7327	-44.9412	>>12.8961	-40.6007
12.8961	-40.6007	>>15.3313	-39.2274
15.3313	-39.2274	>>14.8773	-34.0762
14.8773	-34.0762	>>16.7743	-31.3373
16.7743	-31.3373	>>16.2621	-34.5083
16.2621	-34.5083	>>16.227	-40.7627
16.227	-40.7627	>>16.1708	-34.579
16.1708	-34.579	>>17.354	-37.8751
17.354	-37.8751	>>19.3403	-37.5697
19.3403	-37.5697	>>17.9796	-41.2063
17.9796	-41.2063	>>19.6118	-41.8617
19.6118	-41.8617	>>21.912	-42.7872
21.912	-42.7872	>>20.6856	-45.8185
20.6856	-45.8185	>>21.5541	-49.8471
21.5541	-49.8471	>>24.3032	-50.6877
24.3032	-50.6877	>>23.5108	-46.7574
23.5108	-46.7574	>>23.8022	-47.1832
23.8022	-47.1832	>>24.6239	-50.869
24.6239	-50.869	>>26.7841	-51.4747
26.7841	-51.4747	>>26.5451	-45.7804
26.5451	-45.7804	>>27.6567	-47.4473
27.6567	-47.4473	>>28.6746	-43.5345
28.6746	-43.5345	>>28.1093	-38.3283
28.1093	-38.3283	>>26.14	-35.9197
26.14	-35.9197	>>24.5109	-38.2356
24.5109	-38.2356	>>23.9472	-38.6522
23.9472	-38.6522	>>26.7741	-39.2154
26.7741	-39.2154	>>27.015	-44.6674
27.015	-44.6674	>>29.6992	-44.4003
29.6992	-44.4003	>>30.5459	-42.8989
30.5459	-42.8989	>>33.3943	-42.4788
33.3943	-42.4788	>>34.0623	-46.1401
34.0623	-46.1401	>>36.8747	-45.8359
36.8747	-45.8359	>>34.8598	-48.1755
34.8598	-48.1755	>>36.5297	-50.7968
36.5297	-50.7968	>>38.229	-51.8054
38.229	-51.8054	>>38.0273	-46.7897
38.0273	-46.7897	>>36.5568	-45.8173
36.5568	-45.8173	>>38.7326	-47.3706
38.7326	-47.3706	>>38.9762	-48.1093
38.9762	-48.1093	>>42.0339	-47.8679
42.0339	-47.8679	>>38.9991	-47.6658
38.9991	-47.6658	>>41.7349	-47.6817
41.7349	-47.6817	>>41.5832	-51.4591
41.5832	-51.4591	>>42.8956	-48.8317
42.8956	-48.8317	>>40.7164	-51.017
40.7164	-51.017	>>40.5976	-44.9477
40.5976	-44.9477	>>42.131	-42.2318
42.131	-42.2318	>>42.5978	-37.8217
42.5978	-37.8217	>>44.5636	-40.243
44.5636	-40.243	>>44.3135	-42.6581
44.3135	-42.6581	>>43.1152	-40.6607
43.1152	-40.6607	>>45.1759	-39.0968
45.1759	-39.0968	>>46.4156	-41.3676
46.4156	-41.3676	>>49.1616	-40.875
49.1616	-40.875	>>47.5907	-40.5413
47.5907	-40.5413	>>46.3053	-37.5025
46.3053	-37.5025	>>46.2696	-43.4026
46.2696	-43.4026	>>46.7234	-45.1451
46.7234	-45.1451	>>46.3116	-46.3159
46.3116	-46.3159	>>47.2509	-42.1204
47.2509	-42.1204	>>47.1341	-42.8742
47.1341	-42.8742	>>45.1188	-42.5331
45.1188	-42.5331	>>46.0231	-46.5327
46.0231	-46.5327	>>47.2586	-47.3869
47.2586	-47.3869	>>47.5226	-47.9298
47.5226	-47.9298	>>49.9105	-47.4088
49.9105	-47.4088	>>47.4434	-46.2223
47.4434	-46.2223	>>46.4272	-44.2187
46.4272	-44.2187	>>45.3318	-41.7275
45.3318	-41.7275	>>44.8769	-36.5848
44.8769	-36.5848	>>46.9021	-34.2232
46.9021	-34.2232	>>47.7674	-37.5614
47.7674	-37.5614	>>48.0751	-32.8249
48.0751	-32.8249	>>45.8508	-31.0045
45.8508	-31.0045	>>45.9606	-25.9441
45.9606	-25.9441	>>43.9783	-24.8349
43.9783	-24.8349	>>41.2439	-25.2945
41.2439	-25.2945	>>41.2319	-19.7765
41.2319	-19.7765	>>41.1477	-13.7641
41.1477	-13.7641	>>40.8303	-8.77011
40.8303	-8.77011	>>40.4294	-14.1687
40.4294	-14.1687	>>37.9759	-12.9076
37.9759	-12.9076	>>35.1153	-12.5857
35.1153	-12.5857	>>37.1279	-14.7838
37.1279	-14.7838	>>36.2581	-10.5582
36.2581	-10.5582	>>36.0862	-15.4815
36.0862	-15.4815	>>35.4776	-18.5766
35.4776	-18.5766	>>32.9152	-19.1255
32.9152	-19.1255	>>35.669	-18.9461
35.669	-18.9461	>>36.5738	-14.8972
36.5738	-14.8972	>>39.2309	-14.2958
39.2309	-14.2958	>>39.0793	-8.86312
39.0793	-8.86312	>>36.3989	-8.23133
36.3989	-8.23133	>>35.7979	-4.66989
