0.3	0.6	>>1.31192	-0.885115
1.31192	-0.885115	>>2.58378	-1.2583
2.58378	-1.2583	>>2.86122	-4.4104
2.86122	-4.4104	>>0.969905	-2.61832
0.969905	-2.61832	>>4.06109	-2.4457
4.06109	-2.4457	>>2.24856	-4.17377
2.24856	-4.17377	>>2.19113	-0.891759
2.19113	-0.891759	>>1.17126	-1.75373
1.17126	-1.75373	>>1.10557	3.77177
1.10557	3.77177	>>1.75737	7.42124
1.75737	7.42124	>>1.96116	11.1866
1.96116	11.1866	>>-0.235211	10.0604
-0.235211	10.0604	>>-0.503387	14.316
-0.503387	14.316	>>-2.81992	14.3999
-2.81992	14.3999	>>-1.63418	12.3171
-1.63418	12.3171	>>-3.24796	15.2112
-3.24796	15.2112	>>-3.31301	9.49013
-3.31301	9.49013	>>-3.45155	15.2727
-3.45155	15.2727	>>-4.28763	13.5037
-4.28763	13.5037	>>-4.25833	19.5721
-4.25833	19.5721	>>-4.20666	23.1217
-4.20666	23.1217	>>-5.14539	22.9956
-5.14539	22.9956	>>-5.03403	27.9663
-5.03403	27.9663	>>-3.76396	29.2126
-3.76396	29.2126	>>-3.8439	34.9575
-3.8439	34.9575	>>-2.99675	30.309
-2.99675	30.309	>>-0.878458	30.3979
-0.878458	30.3979	>>1.23056	28.9064
1.23056	28.9064	>>1.49324	26.1513
1.49324	26.1513	>>4.46418	26.2534
4.46418	26.2534	>>4.3313	27.6467
4.3313	27.6467	>>5.89221	29.4532
5.89221	29.4532	>>7.28522	32.8563
7.28522	32.8563	>>6.5214	33.903
6.5214	33.903	>>3.6128	34.2417
3.6128	34.2417	>>3.85338	30.1589
3.85338	30.1589	>>2.05208	27.8136
2.05208	27.8136	>>4.16073	29.1271
4.16073	29.1271	>>2.57467	29.5983
2.57467	29.5983	>>5.17635	30.364
5.17635	30.364	>>6.47702	30.7903
6.47702	30.7903	>>4.96312	31.5512
4.96312	31.5512	>>3.11566	32.6482
3.11566	32.6482	>>0.930778	34.0934
0.930778	34.0934	>>-1.73323	34.9613
-1.73323	34.9613	>>-1.93353	29.2703
-1.93353	29.2703	>>-1.22076	31.6898
-1.22076	31.6898	>>-1.68132	26.9449
-1.68132	26.9449	>>-2.57645	22.3337
-2.57645	22.3337	>>-5.0344	23.6105
-5.0344	23.6105	>>-8.07084	23.7712
-8.07084	23.7712	>>-7.3128	21.2133
-7.3128	21.2133	>>-6.81654	15.8698
-6.81654	15.8698	>>-5.63446	15.8816
-5.63446	15.8816	>>-7.78515	15.2018
-7.78515	15.2018	>>-8.12167	20.4493
-8.12167	20.4493	>>-6.73276	24.0979
-6.73276	24.0979	>>-6.32037	22.3893
-6.32037	22.3893	>>-7.55421	23.7554
-7.55421	23.7554	>>-7.75797	25.8349
-7.75797	25.8349	>>-7.70659	28.5114
-7.70659	28.5114	>>-7.57233	22.5922
-7.57233	22.5922	>>-4.94761	21.6496
-4.94761	21.6496	>>-7.74803	22.386
-7.74803	22.386	>>-7.88431	21.1316
-7.88431	21.1316	>>-10.157	21.7365
-10.157	21.7365	>>-10.4641	16.5299
-10.4641	16.5299	>>-9.34959	17.8026
