0.9	0.9	>>-1.57077	-0.45864
-1.57077	-0.45864	>>-2.9995	1.7967
-2.9995	1.7967	>>-4.73763	1.78083
-4.73763	1.78083	>>-4.60837	-3.8555
-4.60837	-3.8555	>>-7.03522	-5.05348
-7.03522	-5.05348	>>-8.95564	-6.18387
-8.95564	-6.18387	>>-11.1651	-7.26619
-11.1651	-7.26619	>>-10.8251	-1.91378
-10.8251	-1.91378	>>-9.6414	0.389771
-9.6414	0.389771	>>-7.62027	1.58806
-7.62027	1.58806	>>-9.72405	3.27022
-9.72405	3.27022	>>-9.57149	-2.61709
-9.57149	-2.61709	>>-6.71463	-2.17655
-6.71463	-2.17655	>>-6.0861	-5.5583
-6.0861	-5.5583	>>-7.91992	-8.0935
-7.91992	-8.0935	>>-10.4138	-6.75288
-10.4138	-6.75288	>>-10.5092	-3.51771
-10.5092	-3.51771	>>-9.81618	-3.15987
-9.81618	-3.15987	>>-10.8829	-5.26553
-10.8829	-5.26553	>>-10.4444	-9.44334
-10.4444	-9.44334	>>-12.3498	-10.9787
-12.3498	-10.9787	>>-12.816	-15.7879
-12.816	-15.7879	>>-12.2769	-21.0495
-12.2769	-21.0495	>>-12.0259	-26.2962
-12.0259	-26.2962	>>-10.3187	-25.4122
-10.3187	-25.4122	>>-11.412	-27.6572
-11.412	-27.6572	>>-9.00301	-26.5534
-9.00301	-26.5534	>>-10.9567	-26.6506
-10.9567	-26.6506	>>-13.8	-27.0835
-13.8	-27.0835	>>-14.5595	-23.786
-14.5595	-23.786	>>-15.8514	-25.9085
-15.8514	-25.9085	>>-14.2192	-24.1405
-14.2192	-24.1405	>>-14.9074	-23.3281
-14.9074	-23.3281	>>-12.7712	-25.421
-12.7712	-25.421	>>-12.504	-22.358
-12.504	-22.358	>>-15.5739	-22.4015
-15.5739	-22.4015	>>-18.2686	-21.6513
-18.2686	-21.6513	>>-18.0151	-20.0018
-18.0151	-20.0018	>>-18.0857	-20.5967
-18.0857	-20.5967	>>-20.6603	-21.9043
-20.6603	-21.9043	>>-22.303	-20.3059
-22.303	-20.3059	>>-22.9062	-15.5461
-22.9062	-15.5461	>>-24.304	-12.5101
-24.304	-12.5101	>>-24.1837	-18.4197
-24.1837	-18.4197	>>-23.0326	-21.1696
-23.0326	-21.1696	>>-25.6538	-20.5598
-25.6538	-20.5598	>>-24.3799	-16.571
-24.3799	-16.571	>>-22.6525	-19.4772
-22.6525	-19.4772	>>-23.186	-14.6502
-23.186	-14.6502	>>-24.4404	-13.1982
-24.4404	-13.1982	>>-22.6909	-11.4636
-22.6909	-11.4636	>>-23.2347	-6.38643
-23.2347	-6.38643	>>-22.8388	-6.89096
-22.8388	-6.89096	>>-21.2927	-6.15964
-21.2927	-6.15964	>>-20.6237	-3.95658
-20.6237	-3.95658	>>-21.821	-0.342709
-21.821	-0.342709	>>-20.6585	-2.90126
-20.6585	-2.90126	>>-22.3521	-1.50993
-22.3521	-1.50993	>>-22.128	-6.53032
-22.128	-6.53032	>>-22.9643	-10.8259
-22.9643	-10.8259	>>-20.486	-11.7051
-20.486	-11.7051	>>-18.8174	-11.2584
-18.8174	-11.2584	>>-18.6908	-16.977
-18.6908	-16.977	>>-19.0416	-11.4845
-19.0416	-11.4845	>>-18.4508	-13.0524
-18.4508	-13.0524	>>-16.6384	-14.6333
-16.6384	-14.6333	>>-14.5483	-14.831
-14.5483	-14.831	>>-17.1223	-15.9155
