0.4	0.46	>>1.65156	3.79947
1.65156	3.79947	>>2.66495	7.76279
2.66495	7.76279	>>2.90715	13.0321
2.90715	13.0321	>>3.95826	9.94308
3.95826	9.94308	>>1.95287	8.64948
1.95287	8.64948	>>4.84219	9.31292
4.84219	9.31292	>>3.56191	12.7673
3.56191	12.7673	>>4.18178	15.0556
4.18178	15.0556	>>4.96394	19.187
4.96394	19.187	>>7.15716	20.239
7.15716	20.239	>>7.38433	15.0131
7.38433	15.0131	>>6.98816	19.0775
6.98816	19.0775	>>9.58465	18.8402
9.58465	18.8402	>>11.9899	20.0067
11.9899	20.0067	>>12.2546	19.613
12.2546	19.613	>>12.0673	20.1672
12.0673	20.1672	>>14.503	18.728
14.503	18.728	>>13.6464	18.8433
13.6464	18.8433	>>15.3268	20.491
15.3268	20.491	>>15.5016	26.0463
15.5016	26.0463	>>13.7776	25.9963
13.7776	25.9963	>>13.7476	19.8118
13.7476	19.8118	>>13.7113	24.0041
13.7113	24.0041	>>13.677	17.9498
13.677	17.9498	>>14.4443	13.2029
14.4443	13.2029	>>12.7784	11.3438
12.7784	11.3438	>>12.1734	13.3449
12.1734	13.3449	>>10.9038	11.6167
10.9038	11.6167	>>13.5285	11.4697
13.5285	11.4697	>>14.6697	10.4065
14.6697	10.4065	>>15.99	7.97057
15.99	7.97057	>>14.8552	7.59492
14.8552	7.59492	>>16.7191	6.05859
16.7191	6.05859	>>16.3776	1.7616
16.3776	1.7616	>>16.7153	-2.5095
16.7153	-2.5095	>>16.7847	-8.62986
16.7847	-8.62986	>>16.0103	-8.64065
16.0103	-8.64065	>>12.9438	-8.69456
12.9438	-8.69456	>>11.0318	-7.11899
11.0318	-7.11899	>>7.98287	-6.94722
7.98287	-6.94722	>>9.91133	-7.45158
9.91133	-7.45158	>>11.4643	-10.0513
11.4643	-10.0513	>>13.318	-8.88481
13.318	-8.88481	>>11.9378	-8.5395
11.9378	-8.5395	>>10.5374	-10.7095
10.5374	-10.7095	>>12.0129	-9.4812
12.0129	-9.4812	>>12.7434	-8.99686
12.7434	-8.99686	>>12.7421	-15.2377
12.7421	-15.2377	>>12.7509	-9.11319
12.7509	-9.11319	>>12.6356	-10.4302
12.6356	-10.4302	>>11.1032	-13.218
11.1032	-13.218	>>10.1483	-16.6085
10.1483	-16.6085	>>8.39381	-15.264
8.39381	-15.264	>>7.95058	-19.1247
7.95058	-19.1247	>>4.931	-19.253
4.931	-19.253	>>5.03808	-16.6159
5.03808	-16.6159	>>2.03085	-16.3545
2.03085	-16.3545	>>4.99178	-16.7352
4.99178	-16.7352	>>4.41059	-16.4208
4.41059	-16.4208	>>2.13768	-14.7796
2.13768	-14.7796	>>2.85132	-19.3317
2.85132	-19.3317	>>4.51602	-16.4519
4.51602	-16.4519	>>2.7466	-16.9476
2.7466	-16.9476	>>2.76586	-21.6613
2.76586	-21.6613	>>2.39728	-19.2667
2.39728	-19.2667	>>1.86351	-23.0032
1.86351	-23.0032	>>1.77856	-27.7508
1.77856	-27.7508	>>1.78531	-21.581
1.78531	-21.581	>>1.11572	-25.1219
1.11572	-25.1219	>>-1.16261	-24.6997
-1.16261	-24.6997	>>-2.18081	-20.5865
-2.18081	-20.5865	>>-3.4306	-23.5464
-3.4306	-23.5464	>>-1.88713	-25.848
-1.88713	-25.848	>>0.298934	-27.4486
0.298934	-27.4486	>>-0.329594	-22.9052
-0.329594	-22.9052	>>-1.64773	-24.6189
-1.64773	-24.6189	>>0.306968	-23.9222
