0.9	0.5	>>0.9	0.463165
0.9	0.463165	>>0.8884	0.429172
0.8884	0.429172	>>0.869264	0.401751
0.869264	0.401751	>>0.848394	0.383892
0.848394	0.383892	>>0.829512	0.375005
0.829512	0.375005	>>0.813605	0.371541
0.813605	0.371541	>>0.800493	0.370421
0.800493	0.370421	>>0.78978	0.370105
0.78978	0.370105	>>0.781075	0.370025
0.781075	0.370025	>>0.77403	0.370006
0.77403	0.370006	>>0.768343	0.370001
0.768343	0.370001	>>0.763762	0.37
0.763762	0.37	>>0.760075	0.37
0.760075	0.37	>>0.75711	0.37
0.75711	0.37	>>0.754727	0.37
0.754727	0.37	>>0.752812	0.37
0.752812	0.37	>>0.751274	0.37
0.751274	0.37	>>0.750039	0.37
0.750039	0.37	>>0.749046	0.37
0.749046	0.37	>>0.74825	0.37
0.74825	0.37	>>0.74761	0.37
0.74761	0.37	>>0.747096	0.37
0.747096	0.37	>>0.746683	0.37
0.746683	0.37	>>0.746351	0.37
0.746351	0.37	>>0.746085	0.37
0.746085	0.37	>>0.745872	0.37
0.745872	0.37	>>0.7457	0.37
0.7457	0.37	>>0.745562	0.37
0.745562	0.37	>>0.745451	0.37
0.745451	0.37	>>0.745363	0.37
30-th E = 8.88705e-05
Maximum Founded: 0.997603
