0.3	0.6	>>0.310119	0.585149
0.310119	0.585149	>>0.321081	0.560398
0.321081	0.560398	>>0.331025	0.521837
0.331025	0.521837	>>0.335405	0.470098
0.335405	0.470098	>>0.329204	0.418754
0.329204	0.418754	>>0.315686	0.387026
0.315686	0.387026	>>0.302344	0.374813
0.302344	0.374813	>>0.29127	0.371221
0.29127	0.371221	>>0.282276	0.37029
0.282276	0.37029	>>0.274999	0.370066
0.274999	0.370066	>>0.269125	0.370015
0.269125	0.370015	>>0.264391	0.370003
0.264391	0.370003	>>0.260581	0.370001
0.260581	0.370001	>>0.257517	0.37
0.257517	0.37	>>0.255054	0.37
0.255054	0.37	>>0.253075	0.37
0.253075	0.37	>>0.251485	0.37
0.251485	0.37	>>0.250208	0.37
0.250208	0.37	>>0.249183	0.37
0.249183	0.37	>>0.248359	0.37
0.248359	0.37	>>0.247697	0.37
0.247697	0.37	>>0.247166	0.37
0.247166	0.37	>>0.246739	0.37
0.246739	0.37	>>0.246397	0.37
0.246397	0.37	>>0.246122	0.37
0.246122	0.37	>>0.245901	0.37
0.245901	0.37	>>0.245723	0.37
0.245723	0.37	>>0.245581	0.37
0.245581	0.37	>>0.245467	0.37
0.245467	0.37	>>0.245375	0.37
30-th E = 9.18806e-05
Minimum Founded: -0.997605
