0.4	0.46	>>0.412516	0.493395
0.412516	0.493395	>>0.414778	0.526191
0.414778	0.526191	>>0.405888	0.555799
0.405888	0.555799	>>0.388718	0.581074
0.388718	0.581074	>>0.367718	0.600063
0.367718	0.600063	>>0.346894	0.611563
0.346894	0.611563	>>0.328397	0.617014
0.328397	0.617014	>>0.31276	0.61909
0.31276	0.61909	>>0.299823	0.619753
0.299823	0.619753	>>0.289239	0.619938
0.289239	0.619938	>>0.280637	0.619986
0.280637	0.619986	>>0.273676	0.619997
0.273676	0.619997	>>0.268059	0.619999
0.268059	0.619999	>>0.263533	0.62
0.263533	0.62	>>0.25989	0.62
0.25989	0.62	>>0.256962	0.62
0.256962	0.62	>>0.254608	0.62
0.254608	0.62	>>0.252717	0.62
0.252717	0.62	>>0.251197	0.62
0.251197	0.62	>>0.249977	0.62
0.249977	0.62	>>0.248997	0.62
0.248997	0.62	>>0.24821	0.62
0.24821	0.62	>>0.247578	0.62
0.247578	0.62	>>0.24707	0.62
0.24707	0.62	>>0.246662	0.62
0.246662	0.62	>>0.246335	0.62
0.246335	0.62	>>0.246072	0.62
0.246072	0.62	>>0.245861	0.62
0.245861	0.62	>>0.245691	0.62
0.245691	0.62	>>0.245555	0.62
0.245555	0.62	>>0.245446	0.62
0.245446	0.62	>>0.245358	0.62
32-th E = 8.77976e-05
Maximum Founded: 0.997602
