0	0
1	43.6814
2	85.5777
3	124.005
4	157.477
5	184.786
6	205.07
7	217.858
8	223.091
9	221.117
10	212.663
11	198.784
12	180.791
13	160.166
14	138.468
15	117.229
16	97.8642
17	81.5808
18	69.3053
19	61.6297
20	58.7785
21	60.6009
22	66.5864
23	75.905
24	87.4669
25	99.9999
26	112.138
27	122.518
28	129.871
29	133.116
30	131.433
31	124.326
32	111.66
33	93.6807
34	71.0016
35	44.5748
36	15.6353
37	-14.3722
38	-43.881
39	-71.2985
40	-95.1055
41	-113.951
42	-126.74
43	-132.702
44	-131.445
45	-122.983
46	-107.739
47	-86.5293
48	-60.5113
49	-31.1236
50	-0.000361905
51	31.1229
52	60.5107
53	86.5287
54	107.739
55	122.982
56	131.445
57	132.702
58	126.74
59	113.952
60	95.1059
61	71.2991
62	43.8817
63	14.3729
64	-15.6346
65	-44.5742
66	-71.001
67	-93.6803
68	-111.66
69	-124.325
70	-131.433
71	-133.116
72	-129.871
73	-122.518
74	-112.139
75	-100
76	-87.4672
77	-75.9053
78	-66.5866
79	-60.601
80	-58.7785
81	-61.6296
82	-69.3051
83	-81.5805
84	-97.8638
85	-117.228
86	-138.467
87	-160.166
88	-180.79
89	-198.783
90	-212.662
91	-221.117
92	-223.091
93	-217.858
94	-205.07
95	-184.786
96	-157.478
97	-124.006
98	-85.5786
99	-43.6823
100	-0.00101333
101	43.6804
102	85.5767
103	124.004
104	157.476
105	184.785
106	205.069
107	217.858
108	223.091
109	221.117
110	212.663
111	198.784
112	180.791
113	160.167
114	138.468
115	117.229
116	97.8647
117	81.5811
118	69.3056
119	61.6298
120	58.7785
121	60.6008
122	66.5863
123	75.9048
124	87.4667
125	99.9996
126	112.138
127	122.518
128	129.871
129	133.116
130	131.433
131	124.326
132	111.661
133	93.6812
134	71.0022
135	44.5754
136	15.636
137	-14.3715
138	-43.8804
139	-71.298
140	-95.105
141	-113.951
142	-126.74
143	-132.702
144	-131.445
145	-122.983
146	-107.74
147	-86.5298
148	-60.512
149	-31.1243
150	-0.00108571
151	31.1222
152	60.5101
153	86.5282
154	107.739
155	122.982
156	131.445
157	132.702
158	126.74
159	113.952
160	95.1064
161	71.2997
162	43.8824
163	14.3736
164	-15.6339
165	-44.5735
166	-71.0005
167	-93.6798
168	-111.66
169	-124.325
170	-131.433
171	-133.116
172	-129.871
173	-122.518
174	-112.139
175	-100.001
176	-87.4675
177	-75.9055
178	-66.5868
179	-60.6011
180	-58.7785
181	-61.6295
182	-69.3049
183	-81.5801
184	-97.8634
185	-117.228
186	-138.467
187	-160.165
188	-180.79
189	-198.783
190	-212.662
191	-221.116
192	-223.091
193	-217.858
194	-205.071
195	-184.787
196	-157.479
197	-124.007
198	-85.5795
199	-43.6833
200	-0.00202667
201	43.6794
202	85.5758
203	124.004
204	157.476
205	184.785
206	205.069
207	217.858
208	223.091
209	221.117
210	212.663
211	198.784
212	180.792
213	160.167
214	138.469
215	117.23
216	97.8651
217	81.5815
218	69.3058
219	61.63
220	58.7785
221	60.6007
222	66.5861
223	75.9045
224	87.4664
225	99.9994
226	112.138
227	122.517
228	129.871
229	133.116
230	131.433
231	124.326
232	111.661
233	93.6817
234	71.0027
235	44.5761
236	15.6367
237	-14.3708
238	-43.8797
239	-71.2974
240	-95.1045
241	-113.95
242	-126.74
243	-132.702
244	-131.445
245	-122.983
246	-107.74
247	-86.5304
248	-60.5126
249	-31.125
250	-0.00180952
251	31.1215
252	60.5094
253	86.5276
254	107.738
255	122.982
